image,label
./Data/All\Fake\003289.jpg,Fake
./Data/All\Fake\003290.jpg,Fake
./Data/All\Fake\003291.jpg,Fake
./Data/All\Fake\003292.jpg,Fake
./Data/All\Fake\003293.jpg,Fake
./Data/All\Fake\003294.jpg,Fake
./Data/All\Fake\003295.jpg,Fake
./Data/All\Fake\003296.jpg,Fake
./Data/All\Fake\003297.jpg,Fake
./Data/All\Fake\003298.jpg,Fake
./Data/All\Fake\003299.jpg,Fake
./Data/All\Fake\003300.jpg,Fake
./Data/All\Fake\003301.jpg,Fake
./Data/All\Fake\003302.jpg,Fake
./Data/All\Fake\003303.jpg,Fake
./Data/All\Fake\003304.jpg,Fake
./Data/All\Fake\003305.jpg,Fake
./Data/All\Fake\003306.jpg,Fake
./Data/All\Fake\003307.jpg,Fake
./Data/All\Fake\003308.jpg,Fake
./Data/All\Fake\003309.jpg,Fake
./Data/All\Fake\003310.jpg,Fake
./Data/All\Fake\003311.jpg,Fake
./Data/All\Fake\003312.jpg,Fake
./Data/All\Fake\003313.jpg,Fake
./Data/All\Fake\003314.jpg,Fake
./Data/All\Fake\003315.jpg,Fake
./Data/All\Fake\003316.jpg,Fake
./Data/All\Fake\003317.jpg,Fake
./Data/All\Fake\003318.jpg,Fake
./Data/All\Fake\003319.jpg,Fake
./Data/All\Fake\003320.jpg,Fake
./Data/All\Fake\003321.jpg,Fake
./Data/All\Fake\003322.jpg,Fake
./Data/All\Fake\003323.jpg,Fake
./Data/All\Fake\003324.jpg,Fake
./Data/All\Fake\003325.jpg,Fake
./Data/All\Fake\003326.jpg,Fake
./Data/All\Fake\003327.jpg,Fake
./Data/All\Fake\003328.jpg,Fake
./Data/All\Fake\003329.jpg,Fake
./Data/All\Fake\003330.jpg,Fake
./Data/All\Fake\003331.jpg,Fake
./Data/All\Fake\003332.jpg,Fake
./Data/All\Fake\003333.jpg,Fake
./Data/All\Fake\003334.jpg,Fake
./Data/All\Fake\003335.jpg,Fake
./Data/All\Fake\003336.jpg,Fake
./Data/All\Fake\003337.jpg,Fake
./Data/All\Fake\003338.jpg,Fake
./Data/All\Fake\003339.jpg,Fake
./Data/All\Fake\003340.jpg,Fake
./Data/All\Fake\003341.jpg,Fake
./Data/All\Fake\003342.jpg,Fake
./Data/All\Fake\003343.jpg,Fake
./Data/All\Fake\003344.jpg,Fake
./Data/All\Fake\003345.jpg,Fake
./Data/All\Fake\003346.jpg,Fake
./Data/All\Fake\003347.jpg,Fake
./Data/All\Fake\003348.jpg,Fake
./Data/All\Fake\003349.jpg,Fake
./Data/All\Fake\003350.jpg,Fake
./Data/All\Fake\003351.jpg,Fake
./Data/All\Fake\003352.jpg,Fake
./Data/All\Fake\003353.jpg,Fake
./Data/All\Fake\003354.jpg,Fake
./Data/All\Fake\003355.jpg,Fake
./Data/All\Fake\003356.jpg,Fake
./Data/All\Fake\003357.jpg,Fake
./Data/All\Fake\003358.jpg,Fake
./Data/All\Fake\003359.jpg,Fake
./Data/All\Fake\003360.jpg,Fake
./Data/All\Fake\003361.jpg,Fake
./Data/All\Fake\003362.jpg,Fake
./Data/All\Fake\003363.jpg,Fake
./Data/All\Fake\003364.jpg,Fake
./Data/All\Fake\003365.jpg,Fake
./Data/All\Fake\003366.jpg,Fake
./Data/All\Fake\003367.jpg,Fake
./Data/All\Fake\003368.jpg,Fake
./Data/All\Fake\003369.jpg,Fake
./Data/All\Fake\003370.jpg,Fake
./Data/All\Fake\003371.jpg,Fake
./Data/All\Fake\003372.jpg,Fake
./Data/All\Fake\003373.jpg,Fake
./Data/All\Fake\003374.jpg,Fake
./Data/All\Fake\003375.jpg,Fake
./Data/All\Fake\003376.jpg,Fake
./Data/All\Fake\003377.jpg,Fake
./Data/All\Fake\003378.jpg,Fake
./Data/All\Fake\003379.jpg,Fake
./Data/All\Fake\003380.jpg,Fake
./Data/All\Fake\003381.jpg,Fake
./Data/All\Fake\003382.jpg,Fake
./Data/All\Fake\003383.jpg,Fake
./Data/All\Fake\003384.jpg,Fake
./Data/All\Fake\003385.jpg,Fake
./Data/All\Fake\003386.jpg,Fake
./Data/All\Fake\003387.jpg,Fake
./Data/All\Fake\003388.jpg,Fake
./Data/All\Fake\003389.jpg,Fake
./Data/All\Fake\003390.jpg,Fake
./Data/All\Fake\003391.jpg,Fake
./Data/All\Fake\003392.jpg,Fake
./Data/All\Fake\003393.jpg,Fake
./Data/All\Fake\003394.jpg,Fake
./Data/All\Fake\003395.jpg,Fake
./Data/All\Fake\003396.jpg,Fake
./Data/All\Fake\003397.jpg,Fake
./Data/All\Fake\003398.jpg,Fake
./Data/All\Fake\003399.jpg,Fake
./Data/All\Fake\003400.jpg,Fake
./Data/All\Fake\003401.jpg,Fake
./Data/All\Fake\003402.jpg,Fake
./Data/All\Fake\003403.jpg,Fake
./Data/All\Fake\003404.jpg,Fake
./Data/All\Fake\003405.jpg,Fake
./Data/All\Fake\003406.jpg,Fake
./Data/All\Fake\003407.jpg,Fake
./Data/All\Fake\003408.jpg,Fake
./Data/All\Fake\003409.jpg,Fake
./Data/All\Fake\003410.jpg,Fake
./Data/All\Fake\003411.jpg,Fake
./Data/All\Fake\003412.jpg,Fake
./Data/All\Fake\003413.jpg,Fake
./Data/All\Fake\003414.jpg,Fake
./Data/All\Fake\003415.jpg,Fake
./Data/All\Fake\003416.jpg,Fake
./Data/All\Fake\003417.jpg,Fake
./Data/All\Fake\003418.jpg,Fake
./Data/All\Fake\003419.jpg,Fake
./Data/All\Fake\003420.jpg,Fake
./Data/All\Fake\003421.jpg,Fake
./Data/All\Fake\003422.jpg,Fake
./Data/All\Fake\003423.jpg,Fake
./Data/All\Fake\003424.jpg,Fake
./Data/All\Fake\003425.jpg,Fake
./Data/All\Fake\003426.jpg,Fake
./Data/All\Fake\003427.jpg,Fake
./Data/All\Fake\003428.jpg,Fake
./Data/All\Fake\003429.jpg,Fake
./Data/All\Fake\003430.jpg,Fake
./Data/All\Fake\003431.jpg,Fake
./Data/All\Fake\003432.jpg,Fake
./Data/All\Fake\003433.jpg,Fake
./Data/All\Fake\003434.jpg,Fake
./Data/All\Fake\003435.jpg,Fake
./Data/All\Fake\003436.jpg,Fake
./Data/All\Fake\003437.jpg,Fake
./Data/All\Fake\003438.jpg,Fake
./Data/All\Fake\003439.jpg,Fake
./Data/All\Fake\003440.jpg,Fake
./Data/All\Fake\003441.jpg,Fake
./Data/All\Fake\003442.jpg,Fake
./Data/All\Fake\003443.jpg,Fake
./Data/All\Fake\003444.jpg,Fake
./Data/All\Fake\003445.jpg,Fake
./Data/All\Fake\003446.jpg,Fake
./Data/All\Fake\003447.jpg,Fake
./Data/All\Fake\003448.jpg,Fake
./Data/All\Fake\003449.jpg,Fake
./Data/All\Fake\003450.jpg,Fake
./Data/All\Fake\003451.jpg,Fake
./Data/All\Fake\003452.jpg,Fake
./Data/All\Fake\003453.jpg,Fake
./Data/All\Fake\003454.jpg,Fake
./Data/All\Fake\003455.jpg,Fake
./Data/All\Fake\003456.jpg,Fake
./Data/All\Fake\003457.jpg,Fake
./Data/All\Fake\003458.jpg,Fake
./Data/All\Fake\003459.jpg,Fake
./Data/All\Fake\003460.jpg,Fake
./Data/All\Fake\003461.jpg,Fake
./Data/All\Fake\003462.jpg,Fake
./Data/All\Fake\003463.jpg,Fake
./Data/All\Fake\003464.jpg,Fake
./Data/All\Fake\003465.jpg,Fake
./Data/All\Fake\003466.jpg,Fake
./Data/All\Fake\003467.jpg,Fake
./Data/All\Fake\003468.jpg,Fake
./Data/All\Fake\003469.jpg,Fake
./Data/All\Fake\003470.jpg,Fake
./Data/All\Fake\003471.jpg,Fake
./Data/All\Fake\003472.jpg,Fake
./Data/All\Fake\003473.jpg,Fake
./Data/All\Fake\003474.jpg,Fake
./Data/All\Fake\003475.jpg,Fake
./Data/All\Fake\003476.jpg,Fake
./Data/All\Fake\003477.jpg,Fake
./Data/All\Fake\003478.jpg,Fake
./Data/All\Fake\003479.jpg,Fake
./Data/All\Fake\003480.jpg,Fake
./Data/All\Fake\003481.jpg,Fake
./Data/All\Fake\003482.jpg,Fake
./Data/All\Fake\003483.jpg,Fake
./Data/All\Fake\003484.jpg,Fake
./Data/All\Fake\003485.jpg,Fake
./Data/All\Fake\003486.jpg,Fake
./Data/All\Fake\003487.jpg,Fake
./Data/All\Fake\003488.jpg,Fake
./Data/All\Fake\003489.jpg,Fake
./Data/All\Fake\003490.jpg,Fake
./Data/All\Fake\003491.jpg,Fake
./Data/All\Fake\003492.jpg,Fake
./Data/All\Fake\003493.jpg,Fake
./Data/All\Fake\003494.jpg,Fake
./Data/All\Fake\003495.jpg,Fake
./Data/All\Fake\003496.jpg,Fake
./Data/All\Fake\003497.jpg,Fake
./Data/All\Fake\003498.jpg,Fake
./Data/All\Fake\003499.jpg,Fake
./Data/All\Fake\003500.jpg,Fake
./Data/All\Fake\003501.jpg,Fake
./Data/All\Fake\003502.jpg,Fake
./Data/All\Fake\003503.jpg,Fake
./Data/All\Fake\003504.jpg,Fake
./Data/All\Fake\003505.jpg,Fake
./Data/All\Fake\003506.jpg,Fake
./Data/All\Fake\003507.jpg,Fake
./Data/All\Fake\003508.jpg,Fake
./Data/All\Fake\003509.jpg,Fake
./Data/All\Fake\003510.jpg,Fake
./Data/All\Fake\003511.jpg,Fake
./Data/All\Fake\003512.jpg,Fake
./Data/All\Fake\003513.jpg,Fake
./Data/All\Fake\003514.jpg,Fake
./Data/All\Fake\003515.jpg,Fake
./Data/All\Fake\003516.jpg,Fake
./Data/All\Fake\003517.jpg,Fake
./Data/All\Fake\003518.jpg,Fake
./Data/All\Fake\003519.jpg,Fake
./Data/All\Fake\003520.jpg,Fake
./Data/All\Fake\003521.jpg,Fake
./Data/All\Fake\003522.jpg,Fake
./Data/All\Fake\003523.jpg,Fake
./Data/All\Fake\003524.jpg,Fake
./Data/All\Fake\003525.jpg,Fake
./Data/All\Fake\003526.jpg,Fake
./Data/All\Fake\003527.jpg,Fake
./Data/All\Fake\003528.jpg,Fake
./Data/All\Fake\003529.jpg,Fake
./Data/All\Fake\003530.jpg,Fake
./Data/All\Fake\003531.jpg,Fake
./Data/All\Fake\003532.jpg,Fake
./Data/All\Fake\003533.jpg,Fake
./Data/All\Fake\003534.jpg,Fake
./Data/All\Fake\003535.jpg,Fake
./Data/All\Fake\003536.jpg,Fake
./Data/All\Fake\003537.jpg,Fake
./Data/All\Fake\003538.jpg,Fake
./Data/All\Fake\003539.jpg,Fake
./Data/All\Fake\003540.jpg,Fake
./Data/All\Fake\003541.jpg,Fake
./Data/All\Fake\003542.jpg,Fake
./Data/All\Fake\003543.jpg,Fake
./Data/All\Fake\003544.jpg,Fake
./Data/All\Fake\003545.jpg,Fake
./Data/All\Fake\003546.jpg,Fake
./Data/All\Fake\003547.jpg,Fake
./Data/All\Fake\003548.jpg,Fake
./Data/All\Fake\003549.jpg,Fake
./Data/All\Fake\003550.jpg,Fake
./Data/All\Fake\003551.jpg,Fake
./Data/All\Fake\003552.jpg,Fake
./Data/All\Fake\003553.jpg,Fake
./Data/All\Fake\003554.jpg,Fake
./Data/All\Fake\003555.jpg,Fake
./Data/All\Fake\003556.jpg,Fake
./Data/All\Fake\003557.jpg,Fake
./Data/All\Fake\003558.jpg,Fake
./Data/All\Fake\003559.jpg,Fake
./Data/All\Fake\003560.jpg,Fake
./Data/All\Fake\003561.jpg,Fake
./Data/All\Fake\003562.jpg,Fake
./Data/All\Fake\003563.jpg,Fake
./Data/All\Fake\003564.jpg,Fake
./Data/All\Fake\003565.jpg,Fake
./Data/All\Fake\003566.jpg,Fake
./Data/All\Fake\003567.jpg,Fake
./Data/All\Fake\003568.jpg,Fake
./Data/All\Fake\003569.jpg,Fake
./Data/All\Fake\003570.jpg,Fake
./Data/All\Fake\003571.jpg,Fake
./Data/All\Fake\003572.jpg,Fake
./Data/All\Fake\003573.jpg,Fake
./Data/All\Fake\003574.jpg,Fake
./Data/All\Fake\003575.jpg,Fake
./Data/All\Fake\003576.jpg,Fake
./Data/All\Fake\003577.jpg,Fake
./Data/All\Fake\003578.jpg,Fake
./Data/All\Fake\003579.jpg,Fake
./Data/All\Fake\003580.jpg,Fake
./Data/All\Fake\003581.jpg,Fake
./Data/All\Fake\003582.jpg,Fake
./Data/All\Fake\003583.jpg,Fake
./Data/All\Fake\003584.jpg,Fake
./Data/All\Fake\003585.jpg,Fake
./Data/All\Fake\003586.jpg,Fake
./Data/All\Fake\003587.jpg,Fake
./Data/All\Fake\003588.jpg,Fake
./Data/All\Fake\003589.jpg,Fake
./Data/All\Fake\003590.jpg,Fake
./Data/All\Fake\003591.jpg,Fake
./Data/All\Fake\003592.jpg,Fake
./Data/All\Fake\003593.jpg,Fake
./Data/All\Fake\003594.jpg,Fake
./Data/All\Fake\003595.jpg,Fake
./Data/All\Fake\003596.jpg,Fake
./Data/All\Fake\003597.jpg,Fake
./Data/All\Fake\003598.jpg,Fake
./Data/All\Fake\003599.jpg,Fake
./Data/All\Fake\003600.jpg,Fake
./Data/All\Fake\003601.jpg,Fake
./Data/All\Fake\003602.jpg,Fake
./Data/All\Fake\003603.jpg,Fake
./Data/All\Fake\003604.jpg,Fake
./Data/All\Fake\003605.jpg,Fake
./Data/All\Fake\003606.jpg,Fake
./Data/All\Fake\003607.jpg,Fake
./Data/All\Fake\003608.jpg,Fake
./Data/All\Fake\003609.jpg,Fake
./Data/All\Fake\003610.jpg,Fake
./Data/All\Fake\003611.jpg,Fake
./Data/All\Fake\003612.jpg,Fake
./Data/All\Fake\003613.jpg,Fake
./Data/All\Fake\003614.jpg,Fake
./Data/All\Fake\003615.jpg,Fake
./Data/All\Fake\003616.jpg,Fake
./Data/All\Fake\003617.jpg,Fake
./Data/All\Fake\003618.jpg,Fake
./Data/All\Fake\003619.jpg,Fake
./Data/All\Fake\003620.jpg,Fake
./Data/All\Fake\003621.jpg,Fake
./Data/All\Fake\003622.jpg,Fake
./Data/All\Fake\003623.jpg,Fake
./Data/All\Fake\003624.jpg,Fake
./Data/All\Fake\003625.jpg,Fake
./Data/All\Fake\003626.jpg,Fake
./Data/All\Fake\003627.jpg,Fake
./Data/All\Fake\003628.jpg,Fake
./Data/All\Fake\003629.jpg,Fake
./Data/All\Fake\003630.jpg,Fake
./Data/All\Fake\003631.jpg,Fake
./Data/All\Fake\003632.jpg,Fake
./Data/All\Fake\003633.jpg,Fake
./Data/All\Fake\003634.jpg,Fake
./Data/All\Fake\003635.jpg,Fake
./Data/All\Fake\003636.jpg,Fake
./Data/All\Fake\003637.jpg,Fake
./Data/All\Fake\003638.jpg,Fake
./Data/All\Fake\003639.jpg,Fake
./Data/All\Fake\003640.jpg,Fake
./Data/All\Fake\003641.jpg,Fake
./Data/All\Fake\003642.jpg,Fake
./Data/All\Fake\003643.jpg,Fake
./Data/All\Fake\003644.jpg,Fake
./Data/All\Fake\003645.jpg,Fake
./Data/All\Fake\003646.jpg,Fake
./Data/All\Fake\003647.jpg,Fake
./Data/All\Fake\003648.jpg,Fake
./Data/All\Fake\003649.jpg,Fake
./Data/All\Fake\003650.jpg,Fake
./Data/All\Fake\003651.jpg,Fake
./Data/All\Fake\003652.jpg,Fake
./Data/All\Fake\003653.jpg,Fake
./Data/All\Fake\003654.jpg,Fake
./Data/All\Fake\003655.jpg,Fake
./Data/All\Fake\003656.jpg,Fake
./Data/All\Fake\003657.jpg,Fake
./Data/All\Fake\003658.jpg,Fake
./Data/All\Fake\003659.jpg,Fake
./Data/All\Fake\003660.jpg,Fake
./Data/All\Fake\003661.jpg,Fake
./Data/All\Fake\003662.jpg,Fake
./Data/All\Fake\003663.jpg,Fake
./Data/All\Fake\003664.jpg,Fake
./Data/All\Fake\003665.jpg,Fake
./Data/All\Fake\003666.jpg,Fake
./Data/All\Fake\003667.jpg,Fake
./Data/All\Fake\003668.jpg,Fake
./Data/All\Fake\003669.jpg,Fake
./Data/All\Fake\003670.jpg,Fake
./Data/All\Fake\003671.jpg,Fake
./Data/All\Fake\003672.jpg,Fake
./Data/All\Fake\003673.jpg,Fake
./Data/All\Fake\003674.jpg,Fake
./Data/All\Fake\003675.jpg,Fake
./Data/All\Fake\003676.jpg,Fake
./Data/All\Fake\003677.jpg,Fake
./Data/All\Fake\003678.jpg,Fake
./Data/All\Fake\003679.jpg,Fake
./Data/All\Fake\003680.jpg,Fake
./Data/All\Fake\003681.jpg,Fake
./Data/All\Fake\003682.jpg,Fake
./Data/All\Fake\003683.jpg,Fake
./Data/All\Fake\003684.jpg,Fake
./Data/All\Fake\003685.jpg,Fake
./Data/All\Fake\003686.jpg,Fake
./Data/All\Fake\003687.jpg,Fake
./Data/All\Fake\003688.jpg,Fake
./Data/All\Fake\003689.jpg,Fake
./Data/All\Fake\003690.jpg,Fake
./Data/All\Fake\003691.jpg,Fake
./Data/All\Fake\003692.jpg,Fake
./Data/All\Fake\003693.jpg,Fake
./Data/All\Fake\003694.jpg,Fake
./Data/All\Fake\003695.jpg,Fake
./Data/All\Fake\003696.jpg,Fake
./Data/All\Fake\003697.jpg,Fake
./Data/All\Fake\003698.jpg,Fake
./Data/All\Fake\003699.jpg,Fake
./Data/All\Fake\003700.jpg,Fake
./Data/All\Fake\003701.jpg,Fake
./Data/All\Fake\003702.jpg,Fake
./Data/All\Fake\003703.jpg,Fake
./Data/All\Fake\003704.jpg,Fake
./Data/All\Fake\003705.jpg,Fake
./Data/All\Fake\003706.jpg,Fake
./Data/All\Fake\003707.jpg,Fake
./Data/All\Fake\003708.jpg,Fake
./Data/All\Fake\003709.jpg,Fake
./Data/All\Fake\003710.jpg,Fake
./Data/All\Fake\003711.jpg,Fake
./Data/All\Fake\003712.jpg,Fake
./Data/All\Fake\003713.jpg,Fake
./Data/All\Fake\003714.jpg,Fake
./Data/All\Fake\003715.jpg,Fake
./Data/All\Fake\003716.jpg,Fake
./Data/All\Fake\003717.jpg,Fake
./Data/All\Fake\003718.jpg,Fake
./Data/All\Fake\003719.jpg,Fake
./Data/All\Fake\003720.jpg,Fake
./Data/All\Fake\003721.jpg,Fake
./Data/All\Fake\003722.jpg,Fake
./Data/All\Fake\003723.jpg,Fake
./Data/All\Fake\003724.jpg,Fake
./Data/All\Fake\003725.jpg,Fake
./Data/All\Fake\003726.jpg,Fake
./Data/All\Fake\003727.jpg,Fake
./Data/All\Fake\003728.jpg,Fake
./Data/All\Fake\003729.jpg,Fake
./Data/All\Fake\003730.jpg,Fake
./Data/All\Fake\003731.jpg,Fake
./Data/All\Fake\003732.jpg,Fake
./Data/All\Fake\003733.jpg,Fake
./Data/All\Fake\003734.jpg,Fake
./Data/All\Fake\003735.jpg,Fake
./Data/All\Fake\003736.jpg,Fake
./Data/All\Fake\003737.jpg,Fake
./Data/All\Fake\003738.jpg,Fake
./Data/All\Fake\003739.jpg,Fake
./Data/All\Fake\003740.jpg,Fake
./Data/All\Fake\003741.jpg,Fake
./Data/All\Fake\003742.jpg,Fake
./Data/All\Fake\003743.jpg,Fake
./Data/All\Fake\003744.jpg,Fake
./Data/All\Fake\003745.jpg,Fake
./Data/All\Fake\003746.jpg,Fake
./Data/All\Fake\003747.jpg,Fake
./Data/All\Fake\003748.jpg,Fake
./Data/All\Fake\003749.jpg,Fake
./Data/All\Fake\003750.jpg,Fake
./Data/All\Fake\003751.jpg,Fake
./Data/All\Fake\003752.jpg,Fake
./Data/All\Fake\003753.jpg,Fake
./Data/All\Fake\003754.jpg,Fake
./Data/All\Fake\003755.jpg,Fake
./Data/All\Fake\003756.jpg,Fake
./Data/All\Fake\003757.jpg,Fake
./Data/All\Fake\003758.jpg,Fake
./Data/All\Fake\003759.jpg,Fake
./Data/All\Fake\003760.jpg,Fake
./Data/All\Fake\003761.jpg,Fake
./Data/All\Fake\003762.jpg,Fake
./Data/All\Fake\003763.jpg,Fake
./Data/All\Fake\003764.jpg,Fake
./Data/All\Fake\003765.jpg,Fake
./Data/All\Fake\003766.jpg,Fake
./Data/All\Fake\003767.jpg,Fake
./Data/All\Fake\003768.jpg,Fake
./Data/All\Fake\003769.jpg,Fake
./Data/All\Fake\003770.jpg,Fake
./Data/All\Fake\003771.jpg,Fake
./Data/All\Fake\003772.jpg,Fake
./Data/All\Fake\003773.jpg,Fake
./Data/All\Fake\003774.jpg,Fake
./Data/All\Fake\003775.jpg,Fake
./Data/All\Fake\003776.jpg,Fake
./Data/All\Fake\003777.jpg,Fake
./Data/All\Fake\003778.jpg,Fake
./Data/All\Fake\003779.jpg,Fake
./Data/All\Fake\003780.jpg,Fake
./Data/All\Fake\003781.jpg,Fake
./Data/All\Fake\003782.jpg,Fake
./Data/All\Fake\003783.jpg,Fake
./Data/All\Fake\003784.jpg,Fake
./Data/All\Fake\003785.jpg,Fake
./Data/All\Fake\003786.jpg,Fake
./Data/All\Fake\003787.jpg,Fake
./Data/All\Fake\003788.jpg,Fake
./Data/All\Fake\003789.jpg,Fake
./Data/All\Fake\003790.jpg,Fake
./Data/All\Fake\003791.jpg,Fake
./Data/All\Fake\003792.jpg,Fake
./Data/All\Fake\003793.jpg,Fake
./Data/All\Fake\003794.jpg,Fake
./Data/All\Fake\003795.jpg,Fake
./Data/All\Fake\003796.jpg,Fake
./Data/All\Fake\003797.jpg,Fake
./Data/All\Fake\003798.jpg,Fake
./Data/All\Fake\003799.jpg,Fake
./Data/All\Fake\003800.jpg,Fake
./Data/All\Fake\003801.jpg,Fake
./Data/All\Fake\003802.jpg,Fake
./Data/All\Fake\003803.jpg,Fake
./Data/All\Fake\003804.jpg,Fake
./Data/All\Fake\003805.jpg,Fake
./Data/All\Fake\003806.jpg,Fake
./Data/All\Fake\003807.jpg,Fake
./Data/All\Fake\003808.jpg,Fake
./Data/All\Fake\003809.jpg,Fake
./Data/All\Fake\003810.jpg,Fake
./Data/All\Fake\003811.jpg,Fake
./Data/All\Fake\003812.jpg,Fake
./Data/All\Fake\003813.jpg,Fake
./Data/All\Fake\003814.jpg,Fake
./Data/All\Fake\003815.jpg,Fake
./Data/All\Fake\003816.jpg,Fake
./Data/All\Fake\003817.jpg,Fake
./Data/All\Fake\003818.jpg,Fake
./Data/All\Fake\003819.jpg,Fake
./Data/All\Fake\003820.jpg,Fake
./Data/All\Fake\003821.jpg,Fake
./Data/All\Fake\003822.jpg,Fake
./Data/All\Fake\003823.jpg,Fake
./Data/All\Fake\003824.jpg,Fake
./Data/All\Fake\003825.jpg,Fake
./Data/All\Fake\003826.jpg,Fake
./Data/All\Fake\003827.jpg,Fake
./Data/All\Fake\003828.jpg,Fake
./Data/All\Fake\003829.jpg,Fake
./Data/All\Fake\003830.jpg,Fake
./Data/All\Fake\003831.jpg,Fake
./Data/All\Fake\003832.jpg,Fake
./Data/All\Fake\003833.jpg,Fake
./Data/All\Fake\003834.jpg,Fake
./Data/All\Fake\003835.jpg,Fake
./Data/All\Fake\003836.jpg,Fake
./Data/All\Fake\003837.jpg,Fake
./Data/All\Fake\003838.jpg,Fake
./Data/All\Fake\003839.jpg,Fake
./Data/All\Fake\003840.jpg,Fake
./Data/All\Fake\003841.jpg,Fake
./Data/All\Fake\003842.jpg,Fake
./Data/All\Fake\003843.jpg,Fake
./Data/All\Fake\003844.jpg,Fake
./Data/All\Fake\003845.jpg,Fake
./Data/All\Fake\003846.jpg,Fake
./Data/All\Fake\003847.jpg,Fake
./Data/All\Fake\003848.jpg,Fake
./Data/All\Fake\003849.jpg,Fake
./Data/All\Fake\003850.jpg,Fake
./Data/All\Fake\003851.jpg,Fake
./Data/All\Fake\003852.jpg,Fake
./Data/All\Fake\003853.jpg,Fake
./Data/All\Fake\003854.jpg,Fake
./Data/All\Fake\003855.jpg,Fake
./Data/All\Fake\003856.jpg,Fake
./Data/All\Fake\003857.jpg,Fake
./Data/All\Fake\003858.jpg,Fake
./Data/All\Fake\003859.jpg,Fake
./Data/All\Fake\003860.jpg,Fake
./Data/All\Fake\003861.jpg,Fake
./Data/All\Fake\003862.jpg,Fake
./Data/All\Fake\003863.jpg,Fake
./Data/All\Fake\003864.jpg,Fake
./Data/All\Fake\003865.jpg,Fake
./Data/All\Fake\003866.jpg,Fake
./Data/All\Fake\003867.jpg,Fake
./Data/All\Fake\003868.jpg,Fake
./Data/All\Fake\003869.jpg,Fake
./Data/All\Fake\003870.jpg,Fake
./Data/All\Fake\003871.jpg,Fake
./Data/All\Fake\003872.jpg,Fake
./Data/All\Fake\003873.jpg,Fake
./Data/All\Fake\003874.jpg,Fake
./Data/All\Fake\003875.jpg,Fake
./Data/All\Fake\003876.jpg,Fake
./Data/All\Fake\003877.jpg,Fake
./Data/All\Fake\003878.jpg,Fake
./Data/All\Fake\003879.jpg,Fake
./Data/All\Fake\003880.jpg,Fake
./Data/All\Fake\003881.jpg,Fake
./Data/All\Fake\003882.jpg,Fake
./Data/All\Fake\003883.jpg,Fake
./Data/All\Fake\003884.jpg,Fake
./Data/All\Fake\003885.jpg,Fake
./Data/All\Fake\003886.jpg,Fake
./Data/All\Fake\003887.jpg,Fake
./Data/All\Fake\003888.jpg,Fake
./Data/All\Fake\003889.jpg,Fake
./Data/All\Fake\003890.jpg,Fake
./Data/All\Fake\003891.jpg,Fake
./Data/All\Fake\003892.jpg,Fake
./Data/All\Fake\003893.jpg,Fake
./Data/All\Fake\003894.jpg,Fake
./Data/All\Fake\003895.jpg,Fake
./Data/All\Fake\003896.jpg,Fake
./Data/All\Fake\003897.jpg,Fake
./Data/All\Fake\003898.jpg,Fake
./Data/All\Fake\003899.jpg,Fake
./Data/All\Fake\003900.jpg,Fake
./Data/All\Fake\003901.jpg,Fake
./Data/All\Fake\003902.jpg,Fake
./Data/All\Fake\003903.jpg,Fake
./Data/All\Fake\003904.jpg,Fake
./Data/All\Fake\003905.jpg,Fake
./Data/All\Fake\003906.jpg,Fake
./Data/All\Fake\003907.jpg,Fake
./Data/All\Fake\003908.jpg,Fake
./Data/All\Fake\003909.jpg,Fake
./Data/All\Fake\003910.jpg,Fake
./Data/All\Fake\003911.jpg,Fake
./Data/All\Fake\003912.jpg,Fake
./Data/All\Fake\003913.jpg,Fake
./Data/All\Fake\003914.jpg,Fake
./Data/All\Fake\003915.jpg,Fake
./Data/All\Fake\003916.jpg,Fake
./Data/All\Fake\003917.jpg,Fake
./Data/All\Fake\003918.jpg,Fake
./Data/All\Fake\003919.jpg,Fake
./Data/All\Fake\003920.jpg,Fake
./Data/All\Fake\003921.jpg,Fake
./Data/All\Fake\003922.jpg,Fake
./Data/All\Fake\003923.jpg,Fake
./Data/All\Fake\003924.jpg,Fake
./Data/All\Fake\003925.jpg,Fake
./Data/All\Fake\003926.jpg,Fake
./Data/All\Fake\003927.jpg,Fake
./Data/All\Fake\003928.jpg,Fake
./Data/All\Fake\003929.jpg,Fake
./Data/All\Fake\003930.jpg,Fake
./Data/All\Fake\003931.jpg,Fake
./Data/All\Fake\003932.jpg,Fake
./Data/All\Fake\003933.jpg,Fake
./Data/All\Fake\003934.jpg,Fake
./Data/All\Fake\003935.jpg,Fake
./Data/All\Fake\003936.jpg,Fake
./Data/All\Fake\003937.jpg,Fake
./Data/All\Fake\003938.jpg,Fake
./Data/All\Fake\003939.jpg,Fake
./Data/All\Fake\003940.jpg,Fake
./Data/All\Fake\003941.jpg,Fake
./Data/All\Fake\003942.jpg,Fake
./Data/All\Fake\003943.jpg,Fake
./Data/All\Fake\003944.jpg,Fake
./Data/All\Fake\003945.jpg,Fake
./Data/All\Fake\003946.jpg,Fake
./Data/All\Fake\003947.jpg,Fake
./Data/All\Fake\003948.jpg,Fake
./Data/All\Fake\003949.jpg,Fake
./Data/All\Fake\003950.jpg,Fake
./Data/All\Fake\003951.jpg,Fake
./Data/All\Fake\003952.jpg,Fake
./Data/All\Fake\003953.jpg,Fake
./Data/All\Fake\003954.jpg,Fake
